Max-Ruler,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,duplicated_lines_cpd_density,comment_lines_cloc_density
0,16.0,17.0,4.0,81.19,3.5,3,36.0,18.0,5.0,67.0,0.0,10.0,2.0,21.0,2,185.0,0.0,15.52511415525114
0,4.0,16.0,1.0,100.0,1.5,0,10.0,5.0,1.0,3.0,0.0,5.0,0.0,3.0,11,32.0,0.0,39.62264150943396
0,7.0,14.0,1.0,100.0,3.0,0,11.0,8.0,1.0,7.0,0.0,6.0,1.0,9.0,7,52.0,0.0,30.666666666666664
0,7.0,14.0,1.0,100.0,3.0,0,11.0,8.0,1.0,10.0,0.0,6.0,1.0,9.0,7,52.0,0.0,32.467532467532465
0,11.0,23.0,2.0,97.28,1.0,3,11.0,34.0,3.0,37.0,94.0,17.0,2.0,11.0,25,158.0,0.0,24.03846153846154
0,10.0,17.0,2.0,99.64,2.0,2,5.0,18.0,1.0,13.0,25.0,10.0,2.0,6.0,2,102.0,0.0,27.659574468085108
0,8.0,16.0,3.0,90.34,1.0,3,3.0,12.0,1.0,13.0,1.0,7.0,1.0,5.0,19,58.0,0.0,47.27272727272727
0,5.0,45.0,2.0,99.58,1.0,1,3.0,21.0,1.0,11.0,26.0,8.0,1.0,29.0,3,133.0,0.0,28.10810810810811
0,4.0,25.0,2.0,70.4,2.0,0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,0.0,0,66.0,0.0,25.0
0,8.0,25.0,3.0,90.3,1.5,3,2.0,25.0,1.0,18.0,26.0,12.0,2.0,8.0,7,117.0,0.0,31.57894736842105
0,19.0,15.0,3.0,87.74,1.0,0,24.0,31.0,3.0,57.0,31.0,11.0,3.0,26.0,25,182.0,0.0,25.102880658436217
0,6.0,12.0,4.0,77.92,1.0,0,6.0,5.0,5.0,3.0,0.0,4.0,0.0,2.0,1,21.0,0.0,65.57377049180327
0,4.0,16.0,3.0,82.35,1.0,0,7.0,4.0,5.0,5.0,1.0,3.0,0.0,4.0,1,21.0,0.0,63.793103448275865
0,2.0,66.0,2.0,99.25,1.0,0,14.0,19.0,1.0,10.0,0.0,10.0,1.0,7.0,0,85.0,0.0,23.423423423423422
0,5.0,24.0,2.0,81.94,1.0,7,3.0,20.0,1.0,12.0,0.0,9.0,3.0,3.0,13,64.0,0.0,38.46153846153847
0,8.0,15.0,1.0,100.0,2.5,9,11.0,9.0,2.0,33.0,3.0,3.0,3.0,13.0,13,82.0,0.0,24.074074074074073
0,15.0,15.0,4.0,92.29,5.0,0,9.0,29.0,3.0,8.0,48.0,13.0,3.0,12.0,3,150.0,0.0,15.730337078651685
0,7.0,22.0,2.0,90.34,1.0,0,11.0,21.0,1.0,18.0,30.0,13.0,2.0,7.0,10,98.0,0.0,26.31578947368421
0,14.0,14.0,4.0,89.73,1.0,1,12.0,22.0,3.0,23.0,29.0,11.0,1.0,18.0,5,135.0,0.0,19.16167664670659
0,13.0,11.0,1.0,100.0,3.0,4,15.0,21.0,1.0,13.0,46.0,13.0,2.0,10.0,47,87.0,0.0,24.347826086956523
0,2.0,78.0,1.0,100.0,1.0,1,8.0,19.0,1.0,20.0,3.0,6.0,3.0,10.0,4,79.0,0.0,38.759689922480625
0,11.0,15.0,2.0,87.54,1.0,9,3.0,21.0,1.0,17.0,5.0,7.0,2.0,14.0,33,94.0,0.0,31.386861313868614
0,7.0,15.0,3.0,80.31,1.0,5,5.0,7.0,2.0,10.0,1.0,7.0,0.0,5.0,21,43.0,0.0,52.74725274725275
0,14.0,14.0,3.0,90.19,2.0,4,8.0,28.0,1.0,25.0,60.0,16.0,2.0,11.0,21,102.0,0.0,36.25
0,8.0,19.0,3.0,79.89,1.5,6,11.0,24.0,1.0,8.0,57.0,14.0,2.0,4.0,7,69.0,0.0,48.1203007518797
0,1.0,116.0,1.0,100.0,1.0,0,10.0,10.0,2.0,11.0,0.0,5.0,2.0,8.0,0,72.0,0.0,25.0
0,4.0,10.0,2.0,97.67,0.5,0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2,11.0,0.0,68.57142857142857
0,12.0,21.0,1.0,100.0,3.5,4,21.0,34.0,1.0,28.0,91.0,15.0,2.0,18.0,23,158.0,0.0,22.54901960784314
0,4.0,30.0,1.0,100.0,1.0,2,15.0,10.0,1.0,12.0,8.0,5.0,3.0,6.0,11,64.0,0.0,36.633663366336634
0,6.0,20.0,2.0,99.35,1.0,0,2.0,14.0,1.0,2.0,0.0,8.0,1.0,4.0,1,48.0,0.0,52.0
0,10.0,28.0,3.0,99.12,1.0,17,19.0,35.0,1.0,46.0,0.0,10.0,4.0,29.0,34,169.0,0.0,20.657276995305164
0,1.0,53.0,1.0,100.0,1.0,0,2.0,5.0,1.0,0.0,0.0,4.0,0.0,2.0,1,21.0,0.0,53.333333333333336
0,16.0,14.0,5.0,94.56,1.5,26,19.0,28.0,2.0,39.0,9.0,7.0,4.0,16.0,25,137.0,0.0,25.945945945945947
0,5.0,20.0,2.0,99.19,1.0,3,9.0,12.0,1.0,21.0,0.0,6.0,2.0,11.0,11,62.0,0.0,27.058823529411764
0,13.0,13.0,2.0,95.35,2.0,0,9.0,9.0,5.0,8.0,19.0,7.0,1.0,2.0,34,114.0,0.0,16.176470588235293
0,3.0,48.0,2.0,99.32,1.0,0,8.0,23.0,1.0,12.0,0.0,11.0,1.0,8.0,0,83.0,0.0,27.192982456140353
0,5.0,20.0,4.0,92.97,1.0,0,8.0,12.0,1.0,6.0,16.0,9.0,1.0,3.0,1,57.0,0.0,31.32530120481928
0,3.0,44.0,2.0,99.26,1.0,1,1.0,8.0,1.0,1.0,16.0,8.0,0.0,7.0,2,49.0,0.0,57.391304347826086
0,5.0,17.0,1.0,100.0,1.0,0,2.0,10.0,1.0,7.0,0.0,5.0,1.0,5.0,13,51.0,0.0,31.08108108108108
0,2.0,65.0,1.0,100.0,2.0,220,2.0,17.0,1.0,7.0,0.0,8.0,2.0,6.0,0,66.0,0.0,38.31775700934579
0,7.0,14.0,1.0,100.0,2.0,0,8.0,10.0,1.0,16.0,4.0,5.0,2.0,8.0,9,55.0,0.0,32.098765432098766
0,3.0,29.0,1.0,100.0,2.0,0,6.0,8.0,1.0,7.0,0.0,8.0,0.0,7.0,0,46.0,0.0,37.83783783783784
0,9.0,19.0,3.0,88.78,1.0,1,8.0,23.0,2.0,11.0,0.0,11.0,2.0,5.0,4,93.0,0.0,32.608695652173914
0,5.0,15.0,2.0,95.24,1.0,0,4.0,10.0,5.0,6.0,4.0,4.0,3.0,2.0,2,36.0,0.0,41.935483870967744
0,9.0,28.0,3.0,98.26,1.0,4,13.0,42.0,2.0,29.0,210.0,24.0,3.0,22.0,4,159.0,0.0,22.815533980582526
0,7.0,17.0,3.0,81.01,1.0,3,2.0,14.0,1.0,11.0,0.0,7.0,2.0,4.0,14,53.0,0.0,48.54368932038835
0,1.0,81.0,1.0,100.0,1.0,0,7.0,11.0,1.0,11.0,0.0,2.0,2.0,3.0,0,47.0,0.0,29.850746268656714
0,4.0,16.0,2.0,81.73,2.5,3,3.0,7.0,1.0,3.0,1.0,3.0,4.0,2.0,3,28.0,0.0,49.09090909090909
0,18.0,11.0,1.0,100.0,2.0,12,7.0,18.0,1.0,13.0,2.0,12.0,1.0,5.0,28,80.0,0.0,51.80722891566265
0,4.0,18.0,1.0,100.0,1.0,1,9.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,11,35.0,0.0,44.44444444444444
0,6.0,13.0,1.0,100.0,1.0,0,5.0,7.0,1.0,10.0,1.0,2.0,1.0,3.0,1,37.0,0.0,42.1875
0,6.0,10.0,3.0,60.0,1.0,0,2.0,5.0,3.0,6.0,0.0,4.0,1.0,2.0,6,26.0,0.0,48.0
0,6.0,12.0,2.0,100.0,2.5,2,11.0,6.0,3.0,15.0,10.0,5.0,1.0,3.0,9,42.0,0.0,30.0
0,2.0,48.0,2.0,98.98,1.0,1,7.0,14.0,1.0,8.0,0.0,7.0,4.0,5.0,0,55.0,0.0,30.37974683544304
0,1.0,71.0,1.0,100.0,1.0,0,6.0,6.0,1.0,15.0,4.0,5.0,1.0,3.0,0,41.0,0.0,31.666666666666664
0,10.0,8.0,3.0,99.33,1.5,1,15.0,10.0,4.0,16.0,6.0,4.0,3.0,2.0,7,40.0,0.0,39.39393939393939
0,8.0,9.0,3.0,89.01,2.0,0,2.0,7.0,3.0,8.0,6.0,4.0,1.0,2.0,12,32.0,0.0,43.859649122807014
0,6.0,16.0,3.0,95.33,1.0,1,1.0,11.0,1.0,5.0,35.0,11.0,0.0,1.0,5,39.0,0.0,52.4390243902439
0,8.0,17.0,3.0,92.94,1.5,2,7.0,10.0,2.0,13.0,3.0,7.0,2.0,12.0,19,66.0,0.0,41.5929203539823
0,6.0,24.0,4.0,81.97,4.0,0,5.0,22.0,1.0,8.0,47.0,14.0,3.0,10.0,15,94.0,0.0,22.31404958677686
0,3.0,18.0,3.0,98.18,1.0,0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,1,22.0,0.0,53.191489361702125
0,4.0,55.0,3.0,56.8,1.5,0,22.0,28.0,2.0,48.0,159.0,19.0,2.0,13.0,1,156.0,0.0,13.812154696132598
0,18.0,10.0,3.0,95.07,1.5,0,10.0,34.0,1.0,22.0,0.0,21.0,1.0,7.0,30,102.0,0.0,28.169014084507044
0,5.0,11.0,1.0,100.0,1.0,0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1,25.0,0.0,45.65217391304348
0,3.0,29.0,1.0,100.0,1.0,0,2.0,8.0,1.0,6.0,0.0,4.0,1.0,5.0,2,45.0,0.0,36.61971830985916
0,8.0,11.0,1.0,100.0,1.5,0,10.0,8.0,2.0,16.0,9.0,6.0,1.0,6.0,1,50.0,0.0,28.57142857142857
0,2.0,46.0,1.0,100.0,6.5,0,9.0,10.0,3.0,15.0,1.0,6.0,2.0,6.0,9,63.0,0.0,22.22222222222222
0,2.0,41.0,1.0,100.0,4.0,0,9.0,7.0,3.0,12.0,2.0,4.0,2.0,7.0,5,48.0,0.0,27.27272727272727
0,5.0,14.0,2.0,98.84,1.0,0,7.0,6.0,1.0,2.0,8.0,5.0,2.0,5.0,3,36.0,0.0,36.84210526315789
0,4.0,30.0,2.0,77.97,1.5,0,5.0,22.0,4.0,14.0,16.0,8.0,1.0,7.0,3,73.0,0.0,24.742268041237114
0,12.0,21.0,3.0,94.89,2.0,3,8.0,12.0,2.0,26.0,45.0,10.0,6.0,10.0,40,135.0,0.0,41.04803493449782
0,7.0,17.0,4.0,51.35,2.0,1,12.0,8.0,3.0,15.0,15.0,6.0,2.0,5.0,1,62.0,0.0,41.509433962264154
0,9.0,18.0,3.0,89.08,1.0,4,16.0,20.0,1.0,12.0,45.0,11.0,1.0,6.0,4,71.0,0.0,49.645390070921984
0,4.0,12.0,2.0,97.96,0.5,6,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1,7.0,0.0,82.92682926829268
0,2.0,39.0,1.0,100.0,0.5,1,3.0,13.0,1.0,0.0,78.0,13.0,0.0,0.0,1,23.0,0.0,62.295081967213115
0,7.0,8.0,2.0,63.04,2.0,1,3.0,2.0,5.0,6.0,0.0,2.0,0.0,2.0,2,24.0,0.0,44.18604651162791
0,8.0,6.0,3.0,98.85,1.0,1,9.0,4.0,4.0,7.0,6.0,4.0,0.0,0.0,7,21.0,0.0,52.27272727272727
0,2.0,16.0,2.0,94.29,1.0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,87.09677419354838
0,1.0,42.0,1.0,100.0,1.0,1,1.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,1,10.0,0.0,74.35897435897436
0,6.0,17.0,2.0,95.28,1.0,1,7.0,14.0,3.0,7.0,10.0,5.0,2.0,4.0,13,55.0,0.0,37.5
0,3.0,23.0,2.0,99.02,1.0,0,4.0,8.0,1.0,0.0,22.0,8.0,0.0,3.0,7,34.0,0.0,40.35087719298245
0,8.0,21.0,3.0,96.65,1.0,1,10.0,22.0,1.0,16.0,17.0,10.0,2.0,12.0,1,100.0,0.0,28.57142857142857
0,3.0,36.0,3.0,99.09,1.0,0,2.0,19.0,1.0,2.0,15.0,19.0,0.0,1.0,1,64.0,0.0,24.705882352941178
0,5.0,12.0,2.0,95.08,1.0,1,2.0,6.0,2.0,2.0,0.0,6.0,0.0,2.0,7,29.0,0.0,42.0
0,5.0,12.0,2.0,95.08,1.0,0,2.0,6.0,2.0,2.0,0.0,6.0,0.0,2.0,7,29.0,0.0,42.0
0,4.0,16.0,2.0,98.53,0.5,1,4.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,1,9.0,0.0,84.48275862068965
0,3.0,9.0,3.0,96.67,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,85.18518518518519
0,2.0,92.0,1.0,100.0,1.0,0,0.0,15.0,1.0,0.0,71.0,15.0,0.0,7.0,0,56.0,0.0,64.55696202531645
0,2.0,14.0,1.0,100.0,1.0,145,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,84.0
0,1.0,85.0,1.0,100.0,1.0,0,4.0,10.0,3.0,5.0,28.0,8.0,1.0,2.0,0,44.0,0.0,37.142857142857146
0,6.0,14.0,2.0,93.1,1.0,2,3.0,8.0,4.0,2.0,28.0,8.0,0.0,0.0,16,37.0,0.0,48.61111111111111
0,6.0,16.0,2.0,95.79,1.0,0,5.0,12.0,4.0,10.0,21.0,7.0,2.0,3.0,10,51.0,0.0,36.25
0,7.0,19.0,2.0,95.17,1.0,0,6.0,20.0,3.0,11.0,45.0,10.0,2.0,6.0,19,77.0,0.0,28.703703703703702
0,7.0,13.0,2.0,94.17,1.0,1,6.0,11.0,4.0,8.0,36.0,9.0,1.0,1.0,16,50.0,0.0,36.708860759493675
0,9.0,12.0,2.0,96.0,1.0,8,5.0,13.0,3.0,9.0,3.0,10.0,2.0,5.0,16,56.0,0.0,38.46153846153847
0,6.0,14.0,2.0,93.81,1.0,1,3.0,8.0,4.0,1.0,28.0,8.0,0.0,0.0,16,37.0,0.0,47.14285714285714
0,8.0,12.0,2.0,98.04,1.0,288,6.0,12.0,1.0,5.0,37.0,10.0,1.0,2.0,4,41.0,0.0,46.05263157894737
0,7.0,8.0,4.0,54.65,1.0,1,5.0,3.0,6.0,0.0,0.0,3.0,0.0,1.0,2,29.0,0.0,40.816326530612244
0,9.0,9.0,3.0,65.07,1.0,0,12.0,4.0,2.0,10.0,0.0,2.0,1.0,5.0,2,44.0,0.0,39.726027397260275
0,5.0,14.0,2.0,95.95,1.0,0,5.0,7.0,4.0,4.0,9.0,6.0,0.0,1.0,4,28.0,0.0,53.333333333333336
0,3.0,20.0,2.0,98.39,1.0,0,5.0,8.0,1.0,1.0,22.0,8.0,0.0,1.0,0,29.0,0.0,42.0
0,4.0,8.0,2.0,96.97,0.5,2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,82.14285714285714
0,1.0,75.0,1.0,100.0,1.0,0,6.0,9.0,1.0,9.0,0.0,9.0,0.0,2.0,0,38.0,0.0,38.70967741935484
0,5.0,6.0,1.0,100.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4.0,0.0,85.18518518518519
0,3.0,13.0,1.0,100.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,89.47368421052632
0,5.0,24.0,2.0,98.37,1.0,0,9.0,10.0,2.0,6.0,13.0,7.0,2.0,6.0,4,68.0,0.0,29.166666666666668
0,1.0,101.0,1.0,100.0,1.0,0,16.0,14.0,1.0,0.0,91.0,14.0,0.0,0.0,1,59.0,0.0,29.761904761904763
0,6.0,14.0,3.0,95.51,1.0,0,5.0,10.0,1.0,12.0,24.0,9.0,1.0,4.0,6,41.0,0.0,41.42857142857143
0,2.0,32.0,1.0,100.0,1.0,0,10.0,5.0,1.0,6.0,3.0,3.0,1.0,9.0,3,32.0,0.0,39.62264150943396
0,8.0,18.0,4.0,88.82,1.0,0,9.0,18.0,3.0,13.0,55.0,11.0,1.0,4.0,17,69.0,0.0,41.52542372881356
0,5.0,11.0,2.0,96.43,1.0,0,6.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,4,21.0,0.0,54.347826086956516
0,3.0,17.0,2.0,98.21,1.0,3,9.0,5.0,1.0,6.0,6.0,4.0,0.0,1.0,2,22.0,0.0,52.17391304347826
0,2.0,23.0,2.0,67.42,1.0,2,2.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,8.0,0.0,80.48780487804879
0,2.0,30.0,1.0,100.0,1.5,0,1.0,5.0,1.0,5.0,6.0,4.0,1.0,0.0,0,30.0,0.0,41.17647058823529
0,3.0,16.0,2.0,94.12,1.0,0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0,10.0,0.0,76.19047619047619
0,4.0,14.0,1.0,100.0,1.5,128,3.0,6.0,1.0,1.0,0.0,4.0,1.0,2.0,0,23.0,0.0,51.06382978723404
0,6.0,10.0,1.0,100.0,1.0,0,4.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,1,13.0,0.0,73.46938775510205
0,4.0,8.0,2.0,97.22,0.5,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,4.0,0.0,87.09677419354838
0,5.0,8.0,2.0,98.36,1.0,2,1.0,4.0,5.0,0.0,6.0,4.0,0.0,0.0,2,16.0,0.0,52.94117647058824
0,4.0,24.0,2.0,98.98,0.5,0,6.0,12.0,1.0,7.0,2.0,5.0,1.0,3.0,2,59.0,0.0,27.160493827160494
0,5.0,32.0,3.0,92.94,1.0,0,14.0,16.0,1.0,5.0,108.0,16.0,0.0,12.0,2,94.0,0.0,30.88235294117647
0,6.0,6.0,2.0,86.84,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,7.0,0.0,78.78787878787878
0,4.0,12.0,2.0,98.08,0.5,0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,2,8.0,0.0,81.81818181818183
0,9.0,9.0,3.0,93.88,1.0,1,1.0,9.0,1.0,10.0,8.0,5.0,2.0,4.0,29,41.0,0.0,38.80597014925373
0,3.0,17.0,2.0,98.08,1.0,0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1,12.0,0.0,72.09302325581395
0,3.0,12.0,2.0,97.44,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,84.375
0,3.0,20.0,2.0,98.39,1.0,0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1,17.0,0.0,67.9245283018868
0,3.0,14.0,2.0,97.78,1.0,0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1,7.0,0.0,80.55555555555556
0,3.0,18.0,2.0,98.21,1.0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1,13.0,0.0,72.3404255319149
0,3.0,12.0,2.0,97.37,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,84.375
0,1.0,28.0,1.0,100.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,85.18518518518519
0,3.0,20.0,3.0,98.39,1.0,0,0.0,7.0,3.0,3.0,6.0,4.0,2.0,1.0,1,28.0,0.0,46.15384615384615
0,3.0,47.0,2.0,58.22,1.0,0,11.0,6.0,2.0,11.0,6.0,4.0,1.0,9.0,0,83.0,0.0,27.82608695652174
0,5.0,13.0,2.0,88.24,3.0,1,11.0,3.0,1.0,4.0,3.0,3.0,0.0,7.0,10,38.0,0.0,32.142857142857146
0,11.0,17.0,4.0,94.59,2.0,7,22.0,17.0,2.0,30.0,10.0,5.0,3.0,11.0,30,111.0,0.0,25.0
0,12.0,9.0,1.0,100.0,3.0,11,16.0,6.0,1.0,14.0,0.0,4.0,1.0,8.0,15,54.0,0.0,43.15789473684211
0,4.0,11.0,2.0,97.83,0.5,0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1,6.0,0.0,84.61538461538461
0,3.0,14.0,1.0,100.0,1.0,0,10.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,1,18.0,0.0,53.84615384615385
0,7.0,12.0,2.0,98.02,1.0,96,1.0,7.0,4.0,3.0,15.0,6.0,0.0,1.0,1,25.0,0.0,65.75342465753424
0,1.0,43.0,1.0,100.0,1.0,0,3.0,4.0,2.0,3.0,0.0,1.0,2.0,3.0,0,18.0,0.0,52.63157894736842
0,3.0,30.0,3.0,98.91,1.0,1,2.0,10.0,1.0,3.0,2.0,4.0,3.0,5.0,1,45.0,0.0,40.78947368421053
0,4.0,12.0,2.0,97.5,1.5,0,4.0,3.0,2.0,4.0,3.0,3.0,0.0,2.0,1,21.0,0.0,46.15384615384615
0,4.0,32.0,2.0,91.37,1.0,0,7.0,11.0,3.0,14.0,21.0,7.0,2.0,3.0,1,55.0,0.0,51.32743362831859
0,9.0,23.0,2.0,98.26,2.0,8,4.0,36.0,1.0,24.0,64.0,13.0,2.0,14.0,35,134.0,0.0,22.988505747126435
0,22.0,9.0,2.0,99.69,2.0,15,10.0,20.0,1.0,0.0,190.0,20.0,0.0,0.0,23,29.0,0.0,82.73809523809523
0,4.0,8.0,2.0,97.22,0.5,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,87.09677419354838
0,6.0,21.0,3.0,75.31,1.5,0,10.0,12.0,2.0,26.0,8.0,8.0,1.0,7.0,1,76.0,0.0,24.752475247524753
0,7.0,15.0,3.0,98.08,1.0,0,3.0,12.0,2.0,12.0,10.0,5.0,1.0,2.0,1,57.0,0.0,34.48275862068966
0,5.0,8.0,2.0,97.92,1.0,0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2,6.0,0.0,82.35294117647058
0,4.0,20.0,2.0,98.81,0.5,0,2.0,5.0,5.0,7.0,2.0,5.0,0.0,6.0,2,43.0,0.0,33.84615384615385
0,3.0,17.0,1.0,100.0,3.0,0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,24.0,0.0,42.857142857142854
0,14.0,5.0,4.0,95.6,2.0,0,6.0,12.0,2.0,1.0,3.0,3.0,1.0,6.0,1,45.0,0.0,31.818181818181817
0,4.0,12.0,2.0,97.96,0.5,3,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1,7.0,0.0,83.33333333333334
0,3.0,21.0,2.0,100.0,1.0,0,5.0,5.0,2.0,7.0,3.0,3.0,1.0,2.0,1,33.0,0.0,35.294117647058826
0,4.0,11.0,3.0,93.62,1.0,0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,1,17.0,0.0,57.49999999999999
0,6.0,11.0,2.0,96.97,1.0,0,5.0,6.0,2.0,4.0,3.0,3.0,3.0,1.0,4,27.0,0.0,49.056603773584904
0,2.0,32.0,1.0,100.0,4.5,0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0,32.0,0.0,42.857142857142854
0,6.0,5.0,2.0,74.42,1.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,85.18518518518519
0,6.0,14.0,3.0,95.19,1.0,1,15.0,6.0,4.0,14.0,8.0,5.0,1.0,2.0,2,51.0,0.0,26.08695652173913
0,8.0,8.0,2.0,99.12,1.0,1,16.0,3.0,1.0,14.0,0.0,2.0,1.0,1.0,0,32.0,0.0,42.857142857142854
0,7.0,10.0,3.0,97.12,1.0,1,1.0,7.0,3.0,0.0,15.0,7.0,0.0,3.0,7,30.0,0.0,50.0
0,5.0,15.0,2.0,93.42,1.0,1,2.0,7.0,3.0,2.0,0.0,5.0,1.0,4.0,13,36.0,0.0,41.935483870967744
0,2.0,32.0,1.0,100.0,1.5,2,6.0,4.0,2.0,4.0,6.0,4.0,0.0,0.0,0,20.0,0.0,64.91228070175438
0,7.0,11.0,4.0,61.83,1.0,0,8.0,8.0,2.0,3.0,1.0,2.0,2.0,3.0,11,40.0,0.0,37.5
0,14.0,8.0,2.0,99.52,3.0,0,9.0,17.0,1.0,6.0,77.0,14.0,1.0,8.0,29,69.0,0.0,25.0
0,1.0,59.0,1.0,100.0,1.0,0,2.0,6.0,1.0,2.0,0.0,4.0,1.0,4.0,0,25.0,0.0,47.91666666666667
0,5.0,10.0,2.0,96.08,1.0,0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,4,15.0,0.0,63.41463414634146
0,6.0,9.0,2.0,98.77,1.0,4,1.0,4.0,5.0,0.0,6.0,4.0,0.0,0.0,1,15.0,0.0,68.08510638297872
0,1.0,48.0,1.0,100.0,1.0,1,2.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,9.0,0.0,79.06976744186046
0,3.0,10.0,1.0,100.0,1.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,4.0,0.0,85.71428571428571
0,4.0,8.0,2.0,79.41,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,82.14285714285714
0,4.0,17.0,1.0,100.0,2.0,2,15.0,14.0,1.0,0.0,91.0,14.0,0.0,0.0,8,29.0,0.0,45.28301886792453
0,7.0,9.0,1.0,100.0,3.0,0,5.0,4.0,2.0,4.0,0.0,4.0,0.0,4.0,1,31.0,0.0,40.38461538461539
0,5.0,8.0,1.0,100.0,1.0,0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1,15.0,0.0,60.526315789473685
0,7.0,8.0,2.0,98.67,1.0,0,5.0,4.0,2.0,5.0,0.0,3.0,1.0,1.0,1,26.0,0.0,48.0
0,5.0,11.0,3.0,83.87,1.0,0,6.0,3.0,4.0,3.0,1.0,3.0,0.0,1.0,1,15.0,0.0,69.38775510204081
0,3.0,18.0,2.0,98.25,1.0,0,7.0,2.0,4.0,5.0,1.0,2.0,0.0,3.0,1,15.0,0.0,69.38775510204081
0,5.0,24.0,3.0,51.82,1.0,0,10.0,11.0,4.0,15.0,15.0,6.0,3.0,4.0,1,58.0,0.0,46.2962962962963
0,7.0,17.0,4.0,64.62,1.0,1,9.0,11.0,3.0,15.0,21.0,7.0,2.0,4.0,1,54.0,0.0,50.0
0,5.0,10.0,3.0,94.64,1.0,0,6.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,2,23.0,0.0,46.51162790697674
0,8.0,7.0,3.0,63.0,1.5,0,3.0,2.0,5.0,6.0,0.0,2.0,0.0,3.0,2,23.0,0.0,45.23809523809524
0,3.0,13.0,1.0,100.0,1.0,1,3.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1,12.0,0.0,65.71428571428571
0,5.0,12.0,3.0,80.56,1.0,0,3.0,2.0,5.0,7.0,1.0,2.0,0.0,3.0,2,23.0,0.0,50.0
0,5.0,8.0,1.0,100.0,1.0,0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,7.0,0.0,80.0
0,1.0,29.0,1.0,100.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,85.18518518518519
0,1.0,46.0,1.0,100.0,1.0,3,6.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,15.0,0.0,63.41463414634146
0,1.0,35.0,1.0,100.0,1.0,2,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,7.0,0.0,77.41935483870968
0,4.0,14.0,2.0,98.31,0.5,0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1,7.0,0.0,86.27450980392157
