Max-Ruler,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,duplicated_lines_cpd_density,comment_lines_cloc_density
0,9.0,8.0,5.0,61.47,1.0,6,3.0,4.0,1.0,7.0,0.0,3.0,1.0,5.0,0,31.0,0.0,48.333333333333336
0,9.0,10.0,5.0,65.62,2.0,0,5.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,16,33.0,0.0,55.4054054054054
0,7.0,16.0,4.0,66.67,1.0,2,5.0,7.0,1.0,6.0,11.0,7.0,0.0,6.0,0,47.0,0.0,50.526315789473685
0,8.0,25.0,5.0,78.33,1.0,182,0.0,16.0,1.0,0.0,104.0,16.0,0.0,11.0,1,79.0,0.0,54.06976744186046
0,6.0,5.0,2.0,97.1,1.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0.0,77.77777777777779
0,6.0,13.0,4.0,67.59,1.0,0,4.0,9.0,1.0,7.0,9.0,6.0,2.0,3.0,4,43.0,0.0,35.82089552238806
0,7.0,12.0,4.0,57.26,1.0,1,4.0,6.0,1.0,0.0,5.0,6.0,0.0,5.0,3,41.0,0.0,41.42857142857143
0,4.0,26.0,4.0,94.5,1.0,3,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0,58.0,0.0,28.39506172839506
0,5.0,21.0,5.0,92.98,1.0,0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0,61.0,0.0,28.235294117647058
0,6.0,19.0,4.0,93.42,1.0,3,2.0,18.0,2.0,10.0,0.0,9.0,1.0,4.0,1,74.0,0.0,22.916666666666664
0,13.0,12.0,7.0,72.24,2.0,4,8.0,16.0,4.0,35.0,13.0,6.0,3.0,16.0,1,110.0,0.0,16.030534351145036
0,7.0,9.0,4.0,82.29,2.0,1,4.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,1,21.0,0.0,61.81818181818181
0,2.0,20.0,2.0,97.62,1.0,1,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0,14.0,0.0,62.16216216216216
0,3.0,13.0,2.0,97.62,1.0,3,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1,14.0,0.0,62.16216216216216
0,5.0,16.0,3.0,63.46,1.0,0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1,14.0,0.0,62.16216216216216
0,7.0,14.0,2.0,89.83,2.0,0,2.0,8.0,1.0,0.0,28.0,8.0,0.0,0.0,1,13.0,0.0,84.33734939759037
0,2.0,18.0,2.0,94.74,1.5,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,6.0,0.0,81.81818181818183
0,3.0,10.0,3.0,88.24,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,81.48148148148148
0,6.0,18.0,5.0,68.61,1.5,1,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,7,72.0,0.0,24.210526315789473
0,3.0,10.0,2.0,93.94,1.0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,6.0,0.0,77.77777777777779
0,5.0,17.0,3.0,63.54,1.0,3,2.0,7.0,1.0,0.0,3.0,7.0,0.0,5.0,1,48.0,0.0,30.434782608695656
0,14.0,21.0,6.0,55.97,1.5,63,2.0,35.0,1.0,11.0,0.0,9.0,2.0,10.0,13,141.0,0.0,14.02439024390244
0,2.0,24.0,2.0,89.09,2.0,2,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,6.0,0.0,86.36363636363636
0,11.0,8.0,3.0,56.07,1.0,3,3.0,9.0,2.0,4.0,0.0,5.0,1.0,3.0,1,40.0,0.0,36.507936507936506
0,4.0,33.0,2.0,83.85,2.0,1,2.0,12.0,1.0,0.0,66.0,12.0,0.0,0.0,1,18.0,0.0,84.34782608695653
0,3.0,13.0,2.0,90.48,1.0,4,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,85.29411764705883
0,4.0,25.0,3.0,84.75,1.0,2,1.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,1,17.0,0.0,80.45977011494253
0,24.0,13.0,8.0,51.01,2.5,4,13.0,30.0,1.0,77.0,36.0,9.0,2.0,27.0,28,200.0,0.0,22.17898832684825
0,3.0,25.0,2.0,90.24,1.0,0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1,16.0,0.0,75.75757575757575
0,5.0,20.0,3.0,87.25,1.0,2,5.0,13.0,2.0,9.0,0.0,12.0,0.0,1.0,0,59.0,0.0,28.915662650602407
0,4.0,14.0,3.0,90.14,1.5,3,9.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,10,26.0,0.0,44.680851063829785
0,14.0,12.0,4.0,76.66,2.0,16,18.0,20.0,3.0,32.0,21.0,7.0,2.0,16.0,27,126.0,0.0,16.0
0,1.0,49.0,1.0,100.0,1.0,718,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1,9.0,0.0,79.06976744186046
0,9.0,8.0,5.0,62.83,1.0,3,1.0,5.0,1.0,3.0,0.0,5.0,0.0,2.0,0,32.0,0.0,47.540983606557376
0,8.0,6.0,5.0,72.58,1.0,0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1,8.0,0.0,80.0
0,9.0,6.0,6.0,50.0,2.0,2,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,4,8.0,0.0,84.61538461538461
0,5.0,20.0,3.0,54.1,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,8.0,0.0,80.0
0,2.0,25.0,2.0,96.15,1.0,0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,9.0,0.0,79.06976744186046
0,3.0,31.0,2.0,97.96,1.0,0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,2.0,1,29.0,0.0,65.47619047619048
0,3.0,22.0,3.0,54.17,1.0,0,3.0,6.0,1.0,3.0,0.0,4.0,1.0,3.0,0,36.0,0.0,34.54545454545455
0,4.0,14.0,4.0,57.35,1.0,2,2.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,0,21.0,0.0,54.347826086956516
0,5.0,25.0,3.0,80.56,1.0,16,0.0,12.0,3.0,0.0,0.0,6.0,0.0,3.0,2,42.0,0.0,63.1578947368421
0,3.0,22.0,2.0,72.86,1.0,0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0,30.0,0.0,44.44444444444444
0,3.0,24.0,3.0,92.31,1.0,1,3.0,4.0,2.0,11.0,0.0,2.0,2.0,5.0,0,36.0,0.0,40.0
0,6.0,7.0,4.0,66.67,1.0,1,3.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,5,13.0,0.0,61.76470588235294
0,6.0,12.0,5.0,83.95,1.0,0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,3.0,5,34.0,0.0,40.35087719298245
0,3.0,26.0,2.0,91.11,1.0,1,2.0,5.0,1.0,4.0,0.0,5.0,0.0,1.0,15,34.0,0.0,49.25373134328358
0,9.0,9.0,5.0,64.0,1.0,0,6.0,6.0,3.0,8.0,0.0,6.0,0.0,2.0,1,42.0,0.0,35.38461538461539
0,4.0,24.0,4.0,94.17,1.0,0,4.0,11.0,1.0,9.0,0.0,5.0,3.0,3.0,0,57.0,0.0,29.629629629629626
0,9.0,15.0,4.0,86.96,2.0,1,6.0,17.0,3.0,22.0,0.0,11.0,2.0,5.0,1,90.0,0.0,18.91891891891892
0,4.0,14.0,3.0,90.14,1.5,3,8.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,10,26.0,0.0,44.680851063829785
0,3.0,22.0,2.0,94.2,1.0,3,1.0,4.0,5.0,0.0,0.0,4.0,0.0,3.0,2,32.0,0.0,39.62264150943396
0,4.0,27.0,3.0,96.69,1.0,1,5.0,17.0,1.0,14.0,8.0,8.0,1.0,4.0,0,68.0,0.0,28.421052631578945
0,7.0,7.0,4.0,76.83,2.0,3,1.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,11.0,0.0,73.17073170731707
0,2.0,18.0,2.0,91.67,1.0,1,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,9.0,0.0,70.0
1,10.0,98.0,2.0,97.24,3.5,3,30.0,251.0,2.0,143.0,1352.0,57.0,4.0,68.0,0,756.0,0.0,8.47457627118644
1,21.0,60.0,2.0,68.51,3.0,53,20.0,122.0,3.0,73.0,480.0,52.0,4.0,62.0,179,808.0,8.16831683168317,23.33965844402277
0,3.0,106.0,2.0,99.38,1.0,0,7.0,19.0,6.0,46.0,64.0,12.0,3.0,33.0,0,244.0,0.0,14.084507042253522
0,13.0,27.0,3.0,56.74,2.0,48,5.0,16.0,1.0,0.0,120.0,16.0,0.0,0.0,0,36.0,0.0,88.88888888888889
1,3.0,97.0,2.0,99.32,1.0,2,9.0,16.0,10.0,31.0,81.0,14.0,1.0,23.0,0,214.0,0.0,11.20331950207469
0,1.0,116.0,1.0,100.0,1.0,0,0.0,5.0,6.0,7.0,6.0,5.0,0.0,12.0,0,70.0,0.0,26.31578947368421
1,42.0,30.0,4.0,51.85,2.5,68,17.0,63.0,1.0,41.0,618.0,36.0,5.0,32.0,130,643.0,0.0,39.0521327014218
1,17.0,54.0,2.0,92.24,2.0,13,30.0,123.0,3.0,132.0,800.0,44.0,5.0,64.0,136,611.0,0.0,17.43243243243243
0,6.0,64.0,2.0,83.6,10.5,9,8.0,34.0,2.0,27.0,166.0,21.0,3.0,12.0,24,150.0,0.0,55.223880597014926
1,5.0,99.0,2.0,84.53,16.0,0,5.0,52.0,1.0,47.0,91.0,14.0,3.0,41.0,0,239.0,0.0,41.99029126213592
0,7.0,16.0,2.0,57.86,1.0,89,2.0,8.0,1.0,0.0,28.0,8.0,0.0,0.0,0,14.0,0.0,86.53846153846155
0,6.0,21.0,2.0,73.51,2.0,3,2.0,8.0,1.0,0.0,28.0,8.0,0.0,0.0,0,16.0,0.0,85.96491228070175
1,5.0,111.0,2.0,86.75,5.0,8,4.0,66.0,3.0,34.0,213.0,34.0,3.0,24.0,5,369.0,40.37940379403794,21.321961620469082
1,16.0,42.0,3.0,55.61,5.5,17,15.0,34.0,5.0,19.0,186.0,21.0,3.0,13.0,27,317.0,12.302839116719243,46.901172529313236
1,27.0,27.0,3.0,72.4,3.0,8,15.0,39.0,3.0,21.0,303.0,26.0,3.0,15.0,45,311.0,12.540192926045016,50.86887835703001
0,6.0,25.0,2.0,94.01,1.0,1,7.0,11.0,2.0,10.0,26.0,8.0,1.0,7.0,0,61.0,150.81967213114754,52.34375
0,2.0,82.0,1.0,100.0,1.0,0,10.0,11.0,2.0,13.0,26.0,8.0,1.0,9.0,0,69.0,133.33333333333331,50.0
0,6.0,25.0,2.0,94.97,1.0,1,7.0,11.0,2.0,10.0,26.0,8.0,1.0,7.0,0,61.0,150.81967213114754,51.587301587301596
1,6.0,131.0,2.0,95.24,4.0,19,9.0,76.0,3.0,53.0,359.0,35.0,3.0,41.0,5,460.0,32.391304347826086,31.03448275862069
0,6.0,28.0,2.0,68.8,2.5,1,9.0,14.0,2.0,17.0,0.0,9.0,2.0,10.0,0,82.0,132.9268292682927,43.44827586206896
0,3.0,61.0,1.0,100.0,1.0,0,12.0,14.0,2.0,21.0,0.0,9.0,2.0,12.0,0,90.0,121.1111111111111,41.935483870967744
1,10.0,50.0,3.0,94.74,1.0,8,9.0,75.0,2.0,59.0,174.0,24.0,4.0,35.0,2,324.0,0.0,24.121779859484775
1,5.0,99.0,2.0,80.03,5.0,0,2.0,64.0,1.0,10.0,60.0,12.0,3.0,65.0,0,237.0,0.0,43.97163120567376
1,15.0,25.0,2.0,91.96,2.0,10,8.0,41.0,1.0,31.0,71.0,14.0,5.0,16.0,45,189.0,0.0,43.07228915662651
1,7.0,55.0,3.0,92.99,2.0,2,17.0,37.0,2.0,54.0,9.0,7.0,5.0,32.0,9,211.0,0.0,35.07692307692308
0,3.0,68.0,2.0,96.71,4.0,0,12.0,36.0,3.0,26.0,0.0,4.0,5.0,8.0,3,115.0,0.0,35.02824858757062
0,4.0,39.0,2.0,98.92,2.0,2,10.0,3.0,5.0,2.0,3.0,3.0,0.0,1.0,0,70.0,74.28571428571429,49.275362318840585
1,4.0,53.0,2.0,99.18,2.0,1,10.0,3.0,5.0,2.0,3.0,3.0,0.0,1.0,0,100.0,52.0,47.08994708994709
0,7.0,21.0,2.0,95.78,1.0,1,10.0,11.0,2.0,15.0,0.0,9.0,2.0,10.0,0,62.0,0.0,48.760330578512395
1,9.0,51.0,3.0,96.48,1.0,4,17.0,65.0,3.0,59.0,17.0,10.0,4.0,37.0,6,272.0,0.0,31.139240506329113
1,6.0,67.0,2.0,91.88,4.0,0,2.0,21.0,1.0,22.0,120.0,16.0,2.0,53.0,0,179.0,0.0,52.770448548812666
0,3.0,59.0,2.0,95.36,9.0,1,5.0,21.0,2.0,24.0,21.0,7.0,2.0,17.0,0,121.0,0.0,18.243243243243242
0,1.0,82.0,1.0,100.0,1.0,154,12.0,4.0,1.0,8.0,3.0,3.0,1.0,6.0,0,41.0,0.0,40.57971014492754
1,5.0,59.0,2.0,88.44,3.0,4,13.0,26.0,3.0,19.0,19.0,7.0,3.0,20.0,0,165.0,0.0,39.78102189781022
0,5.0,58.0,2.0,98.97,4.0,4,14.0,35.0,1.0,25.0,53.0,11.0,3.0,12.0,40,181.0,18.23204419889503,36.267605633802816
0,4.0,102.0,2.0,86.6,11.0,2,2.0,55.0,3.0,16.0,8.0,24.0,3.0,24.0,15,252.0,0.0,26.956521739130434
1,5.0,69.0,2.0,78.24,3.0,9,12.0,51.0,1.0,43.0,21.0,11.0,4.0,23.0,8,219.0,0.0,24.742268041237114
1,5.0,67.0,2.0,98.12,2.0,1,2.0,48.0,1.0,17.0,55.0,11.0,5.0,14.0,0,177.0,0.0,41.0
0,4.0,19.0,2.0,92.68,1.0,0,3.0,6.0,2.0,6.0,0.0,5.0,1.0,3.0,0,37.0,0.0,43.07692307692308
0,4.0,25.0,2.0,94.59,1.0,0,1.0,10.0,1.0,6.0,0.0,6.0,1.0,2.0,4,35.0,0.0,60.67415730337079
1,3.0,138.0,1.0,100.0,2.0,0,13.0,53.0,4.0,38.0,181.0,22.0,4.0,29.0,3,253.0,14.624505928853754,29.916897506925206
0,1.0,56.0,1.0,100.0,1.0,0,0.0,4.0,5.0,4.0,0.0,2.0,2.0,3.0,0,24.0,0.0,50.0
0,2.0,39.0,1.0,100.0,1.0,0,1.0,10.0,3.0,8.0,0.0,8.0,0.0,2.0,0,42.0,0.0,56.70103092783505
0,3.0,25.0,2.0,92.68,2.0,19,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,8.0,0.0,88.57142857142857
1,7.0,54.0,3.0,98.14,2.0,3,12.0,49.0,4.0,39.0,139.0,19.0,4.0,24.0,7,227.0,16.299559471365637,31.419939577039273
0,2.0,72.0,1.0,100.0,8.5,3,2.0,11.0,1.0,13.0,1.0,3.0,4.0,13.0,0,72.0,152.77777777777777,40.0
0,4.0,36.0,2.0,76.84,1.0,3,2.0,11.0,1.0,13.0,1.0,3.0,4.0,13.0,0,71.0,154.92957746478874,40.33613445378151
0,6.0,40.0,4.0,46.46,1.5,0,14.0,21.0,1.0,38.0,6.0,4.0,3.0,32.0,9,137.0,0.0,29.743589743589745
0,5.0,19.0,2.0,89.4,1.0,2,3.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0,37.0,0.0,56.97674418604651
0,4.0,39.0,2.0,94.08,2.0,0,4.0,15.0,1.0,12.0,4.0,4.0,3.0,12.0,12,75.0,0.0,41.86046511627907
0,4.0,57.0,2.0,97.16,2.5,0,12.0,29.0,2.0,41.0,1.0,3.0,4.0,21.0,0,149.0,0.0,24.747474747474747
0,3.0,47.0,2.0,95.02,6.0,1,6.0,22.0,2.0,25.0,10.0,5.0,3.0,8.0,0,91.0,0.0,23.52941176470588
0,4.0,30.0,2.0,97.04,2.0,0,4.0,10.0,1.0,12.0,2.0,4.0,3.0,6.0,12,56.0,103.57142857142858,46.666666666666664
0,1.0,72.0,1.0,100.0,1.0,154,10.0,4.0,1.0,12.0,1.0,2.0,1.0,5.0,0,34.0,0.0,45.16129032258064
1,1.0,113.0,1.0,100.0,1.0,1,2.0,16.0,2.0,8.0,34.0,9.0,2.0,3.0,0,73.0,0.0,25.510204081632654
0,4.0,124.0,2.0,70.58,13.0,8,12.0,47.0,2.0,29.0,182.0,25.0,5.0,12.0,0,185.0,0.0,58.61297539149888
1,5.0,88.0,2.0,90.07,2.0,1,12.0,49.0,1.0,60.0,35.0,11.0,5.0,25.0,21,281.0,0.0,21.944444444444443
0,4.0,53.0,2.0,100.0,2.5,5,3.0,18.0,1.0,13.0,0.0,4.0,3.0,18.0,0,108.0,0.0,41.30434782608695
0,5.0,25.0,2.0,94.63,2.0,0,4.0,12.0,1.0,13.0,4.0,4.0,3.0,8.0,12,61.0,95.08196721311475,45.535714285714285
0,1.0,130.0,1.0,100.0,1.0,0,6.0,7.0,2.0,24.0,8.0,5.0,2.0,14.0,0,55.0,120.0,52.991452991452995
1,9.0,29.0,2.0,70.8,4.0,19,7.0,23.0,2.0,20.0,13.0,7.0,3.0,9.0,6,91.0,0.0,61.92468619246861
1,15.0,41.0,3.0,81.56,4.0,91,27.0,54.0,6.0,47.0,80.0,16.0,3.0,32.0,46,329.0,0.0,33.40080971659919
0,4.0,50.0,2.0,90.24,6.5,7,18.0,24.0,3.0,38.0,20.0,8.0,5.0,11.0,4,120.0,0.0,25.925925925925924
0,7.0,65.0,2.0,86.64,12.0,5,1.0,40.0,1.0,19.0,146.0,20.0,3.0,26.0,0,159.0,0.0,57.599999999999994
0,4.0,56.0,2.0,95.02,8.5,4,6.0,17.0,2.0,4.0,104.0,17.0,0.0,12.0,4,86.0,0.0,55.208333333333336
0,2.0,30.0,1.0,100.0,1.0,0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,8.0,0.0,85.96491228070175
0,6.0,37.0,2.0,86.67,4.0,2,5.0,22.0,1.0,13.0,3.0,7.0,3.0,14.0,12,108.0,0.0,41.935483870967744
0,5.0,15.0,2.0,74.68,1.0,2,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0,16.0,0.0,76.81159420289855
0,7.0,30.0,5.0,44.42,7.0,7,14.0,15.0,1.0,35.0,6.0,4.0,3.0,33.0,9,119.0,0.0,31.60919540229885
0,4.0,24.0,2.0,94.12,1.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,8.0,0.0,91.39784946236558
0,16.0,41.0,3.0,73.76,3.5,215,11.0,71.0,1.0,0.0,2485.0,71.0,0.0,0.0,3,92.0,0.0,84.24657534246576
0,5.0,11.0,2.0,76.12,1.0,1,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,8.0,0.0,84.31372549019608
0,2.0,44.0,2.0,97.75,1.0,0,5.0,8.0,2.0,8.0,9.0,7.0,1.0,5.0,0,48.0,0.0,34.24657534246575
0,3.0,21.0,2.0,94.03,1.0,15,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,7.0,0.0,88.13559322033898
0,7.0,22.0,3.0,94.71,1.0,1,11.0,14.0,3.0,25.0,8.0,5.0,2.0,8.0,6,74.0,0.0,44.776119402985074
0,6.0,49.0,3.0,73.14,4.5,7,8.0,29.0,3.0,40.0,33.0,10.0,3.0,14.0,0,138.0,0.0,45.88235294117647
0,3.0,17.0,2.0,62.07,1.0,0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,0,15.0,0.0,67.3913043478261
0,5.0,21.0,3.0,49.36,2.0,2,2.0,9.0,1.0,6.0,0.0,1.0,1.0,12.0,2,48.0,0.0,47.25274725274725
0,5.0,13.0,2.0,80.28,1.0,5,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,14.0,0.0,77.77777777777779
0,8.0,19.0,2.0,71.14,1.0,0,9.0,18.0,2.0,13.0,0.0,5.0,3.0,9.0,3,76.0,26.31578947368421,39.682539682539684
0,1.0,48.0,1.0,100.0,1.0,1,3.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0,19.0,0.0,56.81818181818182
0,7.0,67.0,2.0,93.98,4.0,17,10.0,35.0,1.0,37.0,96.0,17.0,4.0,29.0,18,249.0,0.0,36.15384615384615
0,9.0,76.0,2.0,77.37,1.0,22,9.0,87.0,1.0,55.0,100.0,29.0,4.0,28.0,28,357.0,0.0,37.913043478260875
0,8.0,23.0,3.0,94.98,1.0,4,1.0,24.0,1.0,10.0,3.0,6.0,4.0,9.0,3,82.0,0.0,47.43589743589743
0,2.0,104.0,2.0,95.39,3.0,1,2.0,17.0,1.0,12.0,0.0,16.0,1.0,6.0,0,89.0,0.0,55.72139303482587
0,7.0,23.0,2.0,80.85,2.0,34,6.0,17.0,1.0,12.0,136.0,17.0,0.0,0.0,51,68.0,0.0,53.103448275862064
0,4.0,16.0,2.0,94.29,1.0,0,5.0,6.0,2.0,9.0,6.0,4.0,1.0,1.0,0,30.0,0.0,50.81967213114754
0,3.0,15.0,2.0,89.13,1.0,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,6.0,0.0,85.36585365853658
0,3.0,16.0,2.0,92.06,2.0,0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,10.0,0.0,76.74418604651163
0,23.0,37.0,2.0,77.0,2.0,46,12.0,124.0,1.0,91.0,131.0,31.0,4.0,44.0,25,475.0,0.0,31.94842406876791
0,3.0,49.0,2.0,96.05,1.0,0,4.0,9.0,1.0,0.0,36.0,9.0,0.0,0.0,0,32.0,0.0,76.29629629629629
0,4.0,37.0,2.0,94.79,2.0,10,0.0,17.0,1.0,17.0,3.0,3.0,3.0,17.0,0,84.0,0.0,37.77777777777778
0,13.0,24.0,2.0,85.01,1.0,4,12.0,33.0,2.0,18.0,170.0,20.0,2.0,7.0,0,172.0,0.0,46.913580246913575
0,7.0,47.0,2.0,84.37,2.0,1,9.0,42.0,2.0,28.0,0.0,14.0,3.0,15.0,17,160.0,12.5,42.238267148014444
0,8.0,31.0,2.0,75.0,5.5,124,4.0,21.0,1.0,14.0,65.0,15.0,1.0,8.0,3,104.0,0.0,50.943396226415096
0,5.0,23.0,2.0,92.91,2.0,0,5.0,9.0,1.0,5.0,3.0,3.0,4.0,6.0,12,48.0,0.0,52.475247524752476
0,5.0,41.0,2.0,75.68,1.0,0,4.0,26.0,3.0,30.0,7.0,6.0,3.0,22.0,5,133.0,0.0,20.833333333333336
0,1.0,172.0,1.0,100.0,1.0,0,7.0,9.0,2.0,30.0,17.0,7.0,2.0,17.0,0,69.0,95.65217391304348,54.60526315789473
0,15.0,25.0,3.0,71.01,3.0,38,11.0,33.0,4.0,34.0,95.0,19.0,3.0,10.0,5,183.0,0.0,44.87951807228915
0,6.0,55.0,3.0,97.72,2.0,9,26.0,22.0,4.0,35.0,65.0,15.0,3.0,16.0,1,234.0,0.0,14.909090909090908
0,5.0,89.0,2.0,71.62,6.0,1,6.0,41.0,1.0,31.0,178.0,24.0,2.0,26.0,9,228.0,0.0,38.70967741935484
0,5.0,49.0,2.0,91.19,1.0,2,11.0,20.0,2.0,25.0,48.0,13.0,2.0,10.0,0,105.0,0.0,53.125
0,10.0,27.0,3.0,69.08,2.0,5,13.0,25.0,4.0,16.0,231.0,22.0,3.0,4.0,18,122.0,0.0,49.37759336099585
0,4.0,46.0,2.0,76.45,12.5,0,9.0,35.0,1.0,21.0,6.0,4.0,3.0,4.0,2,116.0,0.0,24.18300653594771
0,29.0,30.0,2.0,64.96,2.0,84,21.0,99.0,3.0,73.0,465.0,34.0,5.0,56.0,36,470.0,0.0,36.74293405114401
0,2.0,58.0,2.0,97.52,1.0,1,9.0,9.0,1.0,22.0,1.0,7.0,1.0,11.0,0,70.0,0.0,26.31578947368421
0,28.0,51.0,3.0,82.33,2.0,40,31.0,195.0,1.0,123.0,5170.0,105.0,4.0,85.0,68,762.0,0.0,36.07382550335571
0,2.0,57.0,2.0,59.68,6.5,2,0.0,4.0,2.0,0.0,6.0,4.0,0.0,2.0,0,57.0,131.57894736842107,42.42424242424242
0,1.0,99.0,1.0,100.0,1.0,228,13.0,6.0,1.0,14.0,0.0,1.0,2.0,9.0,0,57.0,0.0,32.94117647058823
0,5.0,36.0,2.0,81.82,5.0,1,1.0,21.0,3.0,0.0,90.0,16.0,0.0,10.0,30,76.0,93.42105263157895,49.668874172185426
0,3.0,40.0,2.0,58.39,2.0,0,3.0,10.0,1.0,9.0,0.0,9.0,1.0,4.0,21,51.0,0.0,50.96153846153846
0,10.0,43.0,2.0,75.52,3.0,14,11.0,58.0,1.0,29.0,109.0,19.0,5.0,13.0,48,232.0,0.0,37.634408602150536
0,4.0,70.0,2.0,64.88,10.0,6,3.0,35.0,3.0,0.0,271.0,26.0,1.0,16.0,48,127.0,55.90551181102362,45.72649572649573
0,3.0,56.0,2.0,95.0,7.0,0,6.0,9.0,1.0,15.0,1.0,2.0,3.0,13.0,0,96.0,0.0,31.914893617021278
0,4.0,24.0,2.0,59.04,6.0,0,9.0,7.0,1.0,24.0,1.0,2.0,2.0,5.0,6,54.0,31.48148148148148,37.2093023255814
0,6.0,38.0,3.0,51.6,3.5,0,4.0,23.0,1.0,23.0,45.0,15.0,2.0,15.0,39,116.0,0.0,39.89637305699482
0,4.0,22.0,3.0,69.44,2.0,2,10.0,6.0,1.0,19.0,1.0,2.0,2.0,5.0,6,45.0,37.77777777777778,42.30769230769231
0,7.0,25.0,2.0,78.67,2.0,24,3.0,14.0,1.0,0.0,91.0,14.0,0.0,0.0,0,24.0,0.0,85.2760736196319
0,16.0,23.0,3.0,71.51,2.0,25,6.0,35.0,1.0,0.0,595.0,35.0,0.0,0.0,0,53.0,0.0,83.98791540785498
0,2.0,26.0,1.0,100.0,2.5,0,2.0,4.0,3.0,0.0,6.0,4.0,0.0,0.0,0,24.0,0.0,46.666666666666664
0,6.0,22.0,2.0,76.0,1.5,24,3.0,12.0,1.0,0.0,66.0,12.0,0.0,0.0,0,19.0,0.0,84.16666666666667
0,2.0,26.0,1.0,100.0,2.5,0,2.0,4.0,3.0,0.0,6.0,4.0,0.0,0.0,0,24.0,0.0,46.666666666666664
0,3.0,45.0,2.0,98.63,1.0,0,8.0,11.0,1.0,15.0,0.0,5.0,3.0,4.0,0,61.0,0.0,52.34375
0,6.0,30.0,2.0,92.49,3.0,2,1.0,17.0,2.0,26.0,0.0,5.0,5.0,11.0,10,89.0,0.0,41.05960264900662
0,2.0,37.0,2.0,68.63,5.5,154,7.0,2.0,1.0,6.0,0.0,1.0,1.0,3.0,0,25.0,0.0,59.01639344262295
0,3.0,18.0,2.0,91.38,1.0,6,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7.0,0.0,86.53846153846155
0,2.0,37.0,2.0,97.37,1.0,2,3.0,4.0,2.0,9.0,3.0,3.0,1.0,2.0,0,30.0,0.0,55.223880597014926
0,4.0,47.0,2.0,88.24,5.0,6,11.0,25.0,3.0,16.0,62.0,12.0,5.0,7.0,3,102.0,0.0,38.92215568862276
0,3.0,98.0,2.0,99.36,1.0,2,10.0,32.0,2.0,28.0,132.0,17.0,4.0,8.0,0,225.0,0.0,11.41732283464567
0,5.0,62.0,2.0,94.29,2.0,2,5.0,18.0,3.0,14.0,28.0,9.0,3.0,11.0,12,174.0,0.0,33.587786259541986
0,6.0,56.0,3.0,81.9,4.5,1,9.0,43.0,2.0,22.0,171.0,22.0,3.0,26.0,0,165.0,0.0,43.103448275862064
