class_name,project_name,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,Max-Ruler,duplicated_lines_cpd_density,comment_lines_cloc_density
AssignExecutorDao.java,azkaban,1.0,62.0,1.0,100.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,30.0,0.0,0.0,46.42857142857143
AzkabanDatabaseUpdater.java,azkaban,7.0,12.0,4.0,50.55,1.0,0.0,4.0,8.0,1.0,9.0,0.0,8.0,0.0,15.0,1.0,57.0,0.0,0.0,20.833333333333336
AzkabanDataSource.java,azkaban,15.0,6.0,9.0,29.41,2.0,0.0,2.0,11.0,1.0,1.0,37.0,11.0,0.0,5.0,17.0,44.0,0.0,0.0,26.666666666666668
AzkabanDataSource.java,azkaban,6.0,10.0,3.0,79.55,9.5,0.0,5.0,3.0,2.0,6.0,0.0,1.0,1.0,2.0,10.0,24.0,0.0,0.0,51.02040816326531
AzkabanEventReporter.java,azkaban,4.0,37.0,1.0,100.0,1.5,2.0,14.0,16.0,1.0,23.0,34.0,9.0,2.0,13.0,19.0,102.0,0.0,0.0,19.68503937007874
AzkabanException.java,azkaban,3.0,33.0,2.0,95.95,4.0,0.0,9.0,5.0,1.0,4.0,0.0,3.0,1.0,2.0,6.0,67.0,0.0,0.0,21.176470588235293
AzkabanFlow.java,azkaban,13.0,11.0,5.0,55.45,4.0,4.0,1.0,18.0,1.0,1.0,16.0,17.0,1.0,11.0,12.0,101.0,0.0,0.0,16.528925619834713
AzkabanJob.java,azkaban,1.0,44.0,1.0,100.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,73.68421052631578
AzkabanJobPropertyDescription.java,azkaban,5.0,10.0,2.0,65.56,2.0,2.0,5.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,13.0,0.0,0.0,70.45454545454545
AzkabanNode.java,azkaban,1.0,59.0,1.0,100.0,1.0,1.0,2.0,3.0,1.0,6.0,0.0,1.0,2.0,3.0,0.0,21.0,0.0,0.0,61.111111111111114
AzkabanServer.java,azkaban,1.0,80.0,1.0,100.0,1.0,0.0,2.0,6.0,1.0,7.0,6.0,4.0,2.0,6.0,2.0,37.0,0.0,0.0,50.0
AzkHiveAction.java,azkaban,7.0,12.0,3.0,61.54,1.0,0.0,4.0,10.0,1.0,4.0,0.0,6.0,1.0,4.0,2.0,36.0,0.0,0.0,50.0
CancellationCause.java,azkaban,9.0,10.0,4.0,59.78,2.0,0.0,5.0,7.0,1.0,4.0,0.0,4.0,1.0,3.0,2.0,29.0,0.0,0.0,60.810810810810814
CandidateFilter.java,azkaban,1.0,47.0,1.0,100.0,1.0,0.0,1.0,5.0,1.0,3.0,0.0,3.0,1.0,2.0,0.0,20.0,0.0,0.0,47.368421052631575
Capability.java,azkaban,4.0,13.0,1.0,100.0,1.5,0.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,76.08695652173914
CaseInsensitiveConcurrentHashMap.java,azkaban,6.0,20.0,2.0,98.35,2.0,6.0,6.0,12.0,1.0,19.0,0.0,9.0,1.0,9.0,9.0,72.0,0.0,0.0,32.075471698113205
CircularBuffer.java,azkaban,3.0,22.0,2.0,82.5,4.0,0.0,1.0,8.0,1.0,1.0,3.0,7.0,0.0,3.0,12.0,36.0,0.0,0.0,34.54545454545455
ConditionOnJobStatus.java,azkaban,3.0,24.0,1.0,100.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,5.0,0.0,4.0,0.0,38.0,0.0,0.0,40.625
ContentType.java,azkaban,1.0,28.0,1.0,100.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,62.5
CredentialProvider.java,azkaban,5.0,15.0,1.0,100.0,1.0,0.0,2.0,10.0,1.0,0.0,45.0,10.0,0.0,0.0,2.0,17.0,0.0,0.0,71.66666666666667
CronSchedule.java,azkaban,3.0,20.0,1.0,100.0,1.0,0.0,8.0,2.0,2.0,6.0,0.0,2.0,0.0,15.0,5.0,36.0,0.0,0.0,29.411764705882355
Dag.java,azkaban,17.0,8.0,8.0,42.89,1.0,0.0,6.0,21.0,1.0,11.0,23.0,11.0,3.0,11.0,1.0,84.0,0.0,0.0,17.647058823529413
DagBuilder.java,azkaban,1.0,39.0,1.0,100.0,1.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,52.94117647058824
DagException.java,azkaban,1.0,53.0,1.0,100.0,1.0,0.0,1.0,5.0,1.0,6.0,0.0,2.0,1.0,4.0,0.0,27.0,0.0,0.0,38.63636363636363
DagProcessor.java,azkaban,7.0,7.0,4.0,80.0,2.0,0.0,4.0,3.0,3.0,5.0,3.0,3.0,0.0,3.0,12.0,26.0,0.0,0.0,36.58536585365854
DagService.java,azkaban,7.0,12.0,7.0,71.67,1.0,11.0,4.0,9.0,1.0,4.0,28.0,8.0,0.0,12.0,0.0,44.0,0.0,0.0,36.231884057971016
DatabaseOperator.java,azkaban,2.0,15.0,2.0,85.29,2.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,60.0
DatabaseStorage.java,azkaban,1.0,34.0,1.0,100.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,60.0
Decryptions.java,azkaban,6.0,15.0,5.0,58.33,1.5,0.0,9.0,7.0,1.0,12.0,0.0,3.0,2.0,5.0,6.0,55.0,0.0,0.0,30.37974683544304
DependencyCheck.java,azkaban,11.0,13.0,4.0,59.41,4.0,0.0,15.0,17.0,1.0,30.0,5.0,10.0,2.0,9.0,39.0,102.0,0.0,0.0,15.0
DependencyException.java,azkaban,1.0,21.0,1.0,100.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
DependencyFile.java,azkaban,1.0,21.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,78.94736842105263
DependencyInstance.java,azkaban,1.0,36.0,1.0,100.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,58.06451612903226
DependencyInstanceCallback.java,azkaban,1.0,47.0,1.0,100.0,1.0,0.0,4.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,16.0,0.0,0.0,60.97560975609756
DependencyInstanceCallbackImpl.java,azkaban,1.0,49.0,1.0,100.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,27.0,0.0,0.0,35.714285714285715
DependencyInstanceConfig.java,azkaban,1.0,53.0,1.0,100.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,21.0,0.0,0.0,53.333333333333336
DependencyInstanceConfigImpl.java,azkaban,1.0,56.0,1.0,100.0,1.0,0.0,0.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,82.0
DependencyInstanceContext.java,azkaban,1.0,33.0,1.0,100.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,53.57142857142857
DependencyInstanceProcessor.java,azkaban,1.0,21.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,78.94736842105263
DependencyInstanceRuntimeProps.java,azkaban,1.0,97.0,1.0,100.0,1.0,0.0,8.0,8.0,2.0,12.0,8.0,5.0,1.0,7.0,0.0,50.0,0.0,0.0,40.476190476190474
DependencyInstanceRuntimePropsImpl.java,azkaban,2.0,14.0,1.0,100.0,1.5,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,80.76923076923077
DependencyMatcher.java,azkaban,2.0,16.0,1.0,100.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,82.75862068965517
DependencyPluginConfig.java,azkaban,5.0,7.0,4.0,70.73,1.0,0.0,3.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,68.96551724137932
DependencyPluginConfigImpl.java,azkaban,5.0,5.0,4.0,70.97,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,78.26086956521739
DependencyTransferException.java,azkaban,7.0,6.0,4.0,60.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,16.0,0.0,0.0,56.75675675675676
DisplayName.java,azkaban,1.0,34.0,1.0,100.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,60.0
DropPartitionHQL.java,azkaban,1.0,32.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,81.48148148148148
EmailMessageCreator.java,azkaban,1.0,54.0,1.0,100.0,1.0,0.0,2.0,5.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,26.0,0.0,0.0,40.909090909090914
EncodingType.java,azkaban,7.0,5.0,5.0,51.85,1.0,0.0,1.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,60.0
EventData.java,azkaban,11.0,9.0,6.0,44.55,1.0,2.0,2.0,14.0,1.0,15.0,0.0,14.0,0.0,1.0,3.0,62.0,0.0,0.0,19.480519480519483
EventListener.java,azkaban,10.0,6.0,6.0,52.83,1.0,0.0,1.0,13.0,1.0,0.0,78.0,13.0,0.0,0.0,7.0,30.0,0.0,0.0,33.33333333333333
EventType.java,azkaban,1.0,33.0,1.0,100.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,0.0,55.55555555555556
ExecutableRampStatus.java,azkaban,1.0,25.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,71.42857142857143
ExecutionAttempt.java,azkaban,11.0,7.0,7.0,37.76,2.0,0.0,2.0,12.0,1.0,12.0,0.0,12.0,0.0,1.0,1.0,52.0,0.0,0.0,22.388059701492537
ExecutionReference.java,azkaban,11.0,4.0,7.0,47.87,1.0,0.0,1.0,11.0,1.0,0.0,55.0,11.0,0.0,0.0,1.0,26.0,0.0,0.0,36.58536585365854
ExecutorApiClient.java,azkaban,6.0,48.0,5.0,45.06,1.0,2.0,3.0,24.0,1.0,24.0,0.0,24.0,0.0,2.0,1.0,103.0,0.0,0.0,12.711864406779661
ExecutorApiGateway.java,azkaban,5.0,18.0,4.0,67.56,1.0,0.0,1.0,23.0,1.0,0.0,253.0,23.0,0.0,0.0,1.0,49.0,0.0,0.0,23.4375
ExecutorEventsDao.java,azkaban,3.0,11.0,3.0,73.33,1.0,0.0,2.0,5.0,1.0,4.0,0.0,5.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0
ExecutorInfo.java,azkaban,3.0,6.0,3.0,94.74,1.0,0.0,1.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0
ExecutorManagerUpdaterStage.java,azkaban,3.0,10.0,3.0,84.62,1.0,0.0,1.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,1.0,17.0,0.0,0.0,22.727272727272727
ExecutorSelector.java,azkaban,5.0,8.0,3.0,67.53,1.0,0.0,1.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,1.0,15.0,0.0,0.0,50.0
ExecutorServiceUtils.java,azkaban,1.0,5.0,1.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ExecutorUtils.java,azkaban,8.0,6.0,6.0,29.89,1.0,7.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,13.0,0.0,0.0,53.57142857142857
FactorComparator.java,azkaban,8.0,16.0,4.0,50.48,2.0,0.0,2.0,12.0,1.0,4.0,22.0,12.0,0.0,5.0,1.0,55.0,0.0,0.0,52.17391304347826
FactorFilter.java,azkaban,8.0,13.0,5.0,44.84,1.0,1.0,4.0,14.0,2.0,14.0,3.0,7.0,3.0,5.0,1.0,60.0,0.0,0.0,20.0
FileValidationStatus.java,azkaban,1.0,146.0,1.0,100.0,1.0,0.0,2.0,15.0,1.0,20.0,0.0,7.0,2.0,11.0,12.0,86.0,0.0,0.0,34.35114503816794
FlowLoader.java,azkaban,1.0,45.0,1.0,100.0,1.0,0.0,3.0,6.0,1.0,6.0,7.0,6.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0
FlowTrigger.java,azkaban,2.0,19.0,2.0,84.09,2.5,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,58.06451612903226
FlowTriggerBean.java,azkaban,11.0,12.0,6.0,39.82,3.0,0.0,15.0,11.0,1.0,14.0,0.0,8.0,2.0,7.0,1.0,67.0,0.0,0.0,41.73913043478261
FlowTriggerDependency.java,azkaban,8.0,18.0,2.0,90.73,2.0,3.0,7.0,13.0,3.0,26.0,11.0,6.0,3.0,15.0,13.0,90.0,0.0,0.0,30.23255813953488
FlowTriggerDependencyPluginException.java,azkaban,1.0,44.0,1.0,100.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,44.73684210526316
FlowTriggerInstanceLoader.java,azkaban,3.0,69.0,1.0,100.0,2.0,34.0,5.0,35.0,1.0,18.0,46.0,20.0,2.0,6.0,3.0,118.0,0.0,0.0,33.70786516853933
FlowTriggerQuartzJob.java,azkaban,5.0,23.0,2.0,57.98,3.0,0.0,3.0,16.0,1.0,3.0,78.0,16.0,0.0,8.0,3.0,74.0,0.0,0.0,20.43010752688172
FlowWatcher.java,azkaban,1.0,36.0,1.0,100.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,87.87878787878788
FullRampPolicy.java,azkaban,1.0,39.0,1.0,100.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,52.94117647058824
GobblinPresets.java,azkaban,11.0,6.0,6.0,56.67,2.0,0.0,6.0,7.0,3.0,6.0,6.0,4.0,2.0,3.0,1.0,35.0,0.0,0.0,40.67796610169492
H2FileDataSource.java,azkaban,12.0,5.0,7.0,60.71,2.0,0.0,5.0,6.0,3.0,5.0,6.0,4.0,1.0,2.0,1.0,31.0,0.0,0.0,43.63636363636363
HadoopSecurityManager.java,azkaban,9.0,7.0,5.0,67.71,1.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,1.0,24.0,0.0,0.0,54.71698113207547
HadoopSecurityManagerException.java,azkaban,12.0,5.0,6.0,71.23,3.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,1.0,24.0,0.0,0.0,54.71698113207547
HashNotMatchException.java,azkaban,15.0,5.0,7.0,60.93,3.0,0.0,4.0,6.0,3.0,2.0,6.0,4.0,1.0,2.0,1.0,31.0,0.0,0.0,48.333333333333336
HdfsAuth.java,azkaban,1.0,200.0,1.0,100.0,1.0,0.0,4.0,20.0,1.0,19.0,5.0,6.0,3.0,29.0,0.0,123.0,0.0,0.0,29.310344827586203
HdfsStorage.java,azkaban,11.0,5.0,6.0,75.29,1.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,72.0
HdfsToMySqlValidator.java,azkaban,2.0,16.0,2.0,90.91,1.0,0.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,19.0,0.0,0.0,20.833333333333336
HiveAction.java,azkaban,1.0,94.0,1.0,100.0,1.0,0.0,2.0,3.0,6.0,3.0,0.0,2.0,1.0,1.0,0.0,48.0,0.0,0.0,38.46153846153847
HiveMetaStoreBrowserException.java,azkaban,2.0,12.0,2.0,66.67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,81.81818181818183
HiveModule.java,azkaban,21.0,17.0,9.0,48.4,1.0,18.0,3.0,46.0,1.0,19.0,34.0,20.0,3.0,10.0,4.0,159.0,0.0,0.0,11.1731843575419
HiveQueryException.java,azkaban,1.0,53.0,1.0,100.0,1.0,0.0,3.0,4.0,2.0,7.0,0.0,4.0,0.0,3.0,0.0,22.0,0.0,0.0,51.11111111111111
HiveQueryExecutionException.java,azkaban,17.0,6.0,10.0,32.52,2.0,0.0,0.0,13.0,1.0,1.0,15.0,11.0,0.0,5.0,4.0,55.0,0.0,0.0,21.428571428571427
HiveQueryExecutor.java,azkaban,12.0,5.0,6.0,62.75,1.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,11.0,0.0,0.0,57.692307692307686
HiveViaAzkabanException.java,azkaban,13.0,16.0,6.0,69.48,6.0,0.0,16.0,15.0,1.0,42.0,10.0,8.0,2.0,15.0,4.0,130.0,0.0,0.0,27.77777777777778
HQL.java,azkaban,5.0,16.0,3.0,72.41,4.0,0.0,2.0,11.0,1.0,4.0,0.0,8.0,1.0,5.0,2.0,51.0,0.0,0.0,23.88059701492537
HtmlFileViewer.java,azkaban,8.0,4.0,5.0,59.21,2.0,1.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,9.0,0.0,0.0,68.96551724137932
IHadoopJob.java,azkaban,1.0,44.0,1.0,100.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,82.5
IMBeanRegistrable.java,azkaban,9.0,25.0,4.0,38.05,4.0,3.0,16.0,20.0,1.0,38.0,0.0,11.0,2.0,9.0,21.0,122.0,0.0,0.0,37.755102040816325
IMetric.java,azkaban,1.0,36.0,1.0,100.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,58.06451612903226
IMetricEmitter.java,azkaban,1.0,36.0,1.0,100.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,58.06451612903226
InMemoryHistoryNode.java,azkaban,1.0,140.0,1.0,100.0,1.0,0.0,2.0,14.0,1.0,4.0,22.0,12.0,1.0,5.0,0.0,58.0,0.0,0.0,53.2258064516129
IntendedAudience.java,azkaban,1.0,34.0,1.0,100.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,53.57142857142857
InvalidHashException.java,azkaban,1.0,48.0,1.0,100.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,20.0,0.0,0.0,51.21951219512195
IPropertiesValidator.java,azkaban,9.0,6.0,6.0,38.1,1.0,5.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0,4.0,19.0,0.0,0.0,44.11764705882353
JmxExecutionController.java,azkaban,13.0,5.0,7.0,45.3,1.0,1.0,1.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0,62.5
JmxExecutionControllerMBean.java,azkaban,8.0,4.0,5.0,40.54,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,13.0,0.0,0.0,53.57142857142857
JmxExecutorManager.java,azkaban,1.0,50.0,1.0,100.0,1.0,0.0,7.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,23.0,0.0,0.0,47.72727272727273
JmxExecutorManagerMBean.java,azkaban,7.0,7.0,2.0,67.71,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,86.36363636363636
JmxFlowRampManager.java,azkaban,1.0,84.0,1.0,100.0,1.0,0.0,8.0,10.0,2.0,6.0,6.0,4.0,3.0,4.0,0.0,60.0,0.0,0.0,20.0
JmxFlowRampManagerMBean.java,azkaban,3.0,19.0,2.0,69.62,1.0,2.0,2.0,4.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,19.0,0.0,0.0,59.57446808510638
JmxFlowRunnerManager.java,azkaban,14.0,9.0,6.0,46.69,3.0,29.0,1.0,6.0,1.0,2.0,7.0,6.0,0.0,4.0,2.0,30.0,0.0,0.0,47.368421052631575
JmxFlowRunnerManagerMBean.java,azkaban,1.0,66.0,1.0,100.0,1.0,0.0,6.0,9.0,2.0,6.0,3.0,3.0,1.0,4.0,0.0,39.0,0.0,0.0,35.0
JmxJettyServer.java,azkaban,1.0,25.0,1.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,78.26086956521739
JmxJettyServerMBean.java,azkaban,9.0,11.0,6.0,45.9,1.0,0.0,1.0,16.0,2.0,6.0,0.0,6.0,2.0,3.0,1.0,60.0,0.0,0.0,20.0
JmxJobCallback.java,azkaban,3.0,11.0,2.0,82.93,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,79.3103448275862
JmxJobCallbackMBean.java,azkaban,1.0,35.0,1.0,100.0,1.0,86.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,58.06451612903226
JmxJobMXBean.java,azkaban,3.0,19.0,1.0,100.0,2.0,86.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,6.0,28.0,0.0,0.0,40.42553191489361
JmxTriggerRunnerManagerMBean.java,azkaban,17.0,7.0,9.0,35.78,1.0,86.0,2.0,22.0,1.0,6.0,19.0,7.0,1.0,4.0,1.0,74.0,0.0,0.0,17.77777777777778
JobCallbackStatusEnum.java,azkaban,3.0,39.0,2.0,96.8,1.0,0.0,9.0,12.0,1.0,24.0,0.0,6.0,2.0,14.0,3.0,87.0,0.0,0.0,16.346153846153847
JobTypeManagerException.java,azkaban,1.0,60.0,1.0,100.0,1.0,0.0,7.0,3.0,2.0,13.0,0.0,2.0,1.0,2.0,0.0,36.0,0.0,0.0,30.76923076923077
JobTypePluginSet.java,azkaban,7.0,11.0,3.0,74.68,4.0,5.0,2.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,20.0,12.0,0.0,0.0,82.6086956521739
LogGobbler.java,azkaban,3.0,14.0,2.0,79.63,1.0,0.0,1.0,4.0,5.0,0.0,6.0,4.0,0.0,0.0,1.0,16.0,0.0,0.0,54.285714285714285
MBeanRegistrationManager.java,azkaban,7.0,11.0,5.0,50.43,2.0,0.0,1.0,8.0,1.0,4.0,0.0,8.0,0.0,2.0,1.0,35.0,0.0,0.0,46.96969696969697
MemConfValue.java,azkaban,15.0,4.0,7.0,50.09,2.0,2.0,4.0,7.0,1.0,5.0,0.0,3.0,1.0,5.0,19.0,33.0,0.0,0.0,45.0
MessageAttachmentExceededMaximumSizeException.java,azkaban,5.0,3.0,3.0,83.02,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,80.0
MetricException.java,azkaban,5.0,20.0,3.0,65.28,1.0,47.0,5.0,10.0,1.0,9.0,0.0,4.0,4.0,7.0,3.0,61.0,0.0,0.0,29.069767441860467
MetricsManager.java,azkaban,1.0,64.0,1.0,100.0,1.0,0.0,0.0,8.0,1.0,1.0,3.0,7.0,0.0,3.0,0.0,34.0,0.0,0.0,35.84905660377358
MySQLDataSource.java,azkaban,7.0,5.0,4.0,64.86,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,13.0,0.0,0.0,53.57142857142857
MySqlToHdfsValidator.java,azkaban,9.0,4.0,3.0,51.25,1.0,0.0,1.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,57.692307692307686
Node.java,azkaban,7.0,5.0,4.0,48.75,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,13.0,0.0,0.0,53.57142857142857
NodeBean.java,azkaban,9.0,8.0,4.0,62.57,1.0,0.0,2.0,11.0,1.0,0.0,55.0,11.0,0.0,0.0,1.0,33.0,0.0,0.0,31.25
NodeProcessor.java,azkaban,8.0,4.0,4.0,47.5,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,13.0,0.0,0.0,53.57142857142857
NoopRampPolicy.java,azkaban,10.0,3.0,5.0,53.66,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,11.0,0.0,0.0,57.692307692307686
NumFailedFlowMetric.java,azkaban,11.0,5.0,6.0,77.78,1.0,10.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,72.0
NumFailedJobMetric.java,azkaban,17.0,5.0,7.0,38.96,1.0,2.0,2.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0,80.0
NumQueuedFlowMetric.java,azkaban,10.0,7.0,5.0,66.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,0.0,64.28571428571429
NumRunningFlowMetric.java,azkaban,4.0,11.0,3.0,57.89,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,5.0,14.0,0.0,0.0,66.66666666666666
NumRunningJobMetric.java,azkaban,10.0,4.0,6.0,55.75,2.0,0.0,4.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,9.0,13.0,0.0,0.0,60.60606060606061
OsCpuUtil.java,azkaban,2.0,10.0,2.0,72.0,2.5,1.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0
PageRenderException.java,azkaban,1.0,53.0,1.0,100.0,1.0,0.0,9.0,3.0,1.0,7.0,0.0,3.0,0.0,2.0,0.0,31.0,0.0,0.0,32.608695652173914
PageUtils.java,azkaban,1.0,37.0,1.0,100.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,16.0,0.0,0.0,48.38709677419355
ParameterName.java,azkaban,9.0,7.0,6.0,48.85,4.0,0.0,4.0,4.0,1.0,4.0,0.0,4.0,0.0,3.0,21.0,27.0,0.0,0.0,50.0
ParentLastURLClassLoader.java,azkaban,6.0,248.0,2.0,89.77,2.5,7.0,42.0,432.0,1.0,39.0,115.0,30.0,6.0,116.0,80.0,1407.0,1.0,24.378109452736318,2.629757785467128
ParseConfigFile.java,azkaban,5.0,182.0,2.0,98.81,0.0,3.0,7.0,295.0,1.0,40.0,409.0,31.0,6.0,67.0,1.0,880.0,1.0,9.886363636363637,2.1134593993325916
Permission.java,azkaban,9.0,38.0,5.0,71.18,1.0,2.0,22.0,27.0,21.0,10.0,28.0,8.0,3.0,15.0,2.0,225.0,1.0,0.0,22.68041237113402
ProjectCacheHitRatio.java,azkaban,13.0,30.0,2.0,98.85,6.0,1.0,10.0,39.0,11.0,57.0,0.0,21.0,3.0,41.0,1.0,281.0,1.0,0.0,14.067278287461773
ProjectDirectoryMetadata.java,azkaban,21.0,24.0,6.0,70.32,3.0,4.0,43.0,27.0,16.0,88.0,0.0,15.0,2.0,35.0,2.0,360.0,1.0,24.444444444444443,12.62135922330097
ProjectManagerException.java,azkaban,5.0,112.0,1.0,100.0,0.0,53.0,12.0,167.0,3.0,44.0,637.0,43.0,5.0,65.0,1.0,483.0,1.0,0.0,4.921259842519685
